customer_message,expected_intent,expected_escalate,predicted_intent,predicted_escalate,response,similarity,response_quality
"@AppleSupport @115858 excuse me can one of y’all explain this to me cause I’m getting real irritated 🤬 https://t.co/aK4zBy02qV
@495894 We're here to help. Follow the steps here: https://t.co/xXaXeeSRt9 DM us if you have questions. https://t.co/GDrqU22YpT",account_access,no,other,n,"@641887 Great news. The issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. Make sure to back up the iPhone before updating: https://t.co/4f8hwT5to6",0.7240979075431824,good
"@AppleSupport #Arabic / #Persian / #Urdu in iOS 11 offers poor readability: cut off letters, uneven line spacing. iOS 9 style was fine
@393798 @AppleSupport Which apps are offering poor readability? Would you please list them here? Thx
@267118 @AppleSupport Any and every app where text can be typed - Evernote, WhatsApp, Mail, Notes

کوئی بھی ایپ
خط و خطابت، پیغامات
یا
کچھ اور
@393798 @AppleSupport please share screenshots of Mail and Notes issue. WhatsApp and Evernote are non-Apple App please talk to their respective devs.",delivery,no,technical_support,n,@156805 What apps are you having issues with? Are all of your apps currently up to date? Let us know in Direct Message and we'll take a closer look. https://t.co/GDrqU22YpT,0.5853313207626343,good
"Why is it always so damn hard to get iCloud tabs working across all devices and instances of Safari? @AppleSupport
@309943 We want to make sure things are working for you. What kind of issues are you seeing with iCloud Tabs on your devices?",technical_support,no,technical_support,n,@447235 Thanks for trying that. Send us a DM with your iOS &amp; macOS versions &amp; we'll go from there. https://t.co/GDrqU22YpT,0.6702988147735596,good
"iPhone screen just not responding to touch - does this ever happen to you? https://t.co/kCd0f9jjil
@553506 That happens to me sometimes when I’m charging my phone. Looks like you’re doing the same. Does it still not work when you unplug it?
@669118 Does not work no matter what. Can't turn it off either
@553506 Oh… well… that’s something.",technical_support,no,technical_support,n,@583405 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,0.6553425192832947,good
"Seeing an i️ whenever you type “i"" in iOS 11.1? 

Fix it by installing the latest software update.
https://t.co/NX7ObPTLvY",account_access,no,technical_support,n,"@666107 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",0.8404430150985718,good
Hey @AppleSupport when are you going to fix this shit “I️” cause it’s really annoying!,complaint,no,information_request,n,@517947 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.8344149589538574,good
"@AppleSupport Is there a supported brands for a splitter for headphones and charging at the same time for iPhone 7+?
@486297 We provide 2 types of adapters for you to charge and listen to your headphones. Check them out here: https://t.co/WcMEKQyQeG",billing,no,billing,n,@388835 Can you describe for us how it's not working? Does it work for other iPhone devices and just not yours?,0.6102972030639648,good
"Hey @115858 I’m never going to set up Apple Pay, now take the notification icon off my Settings app before my OCD kills me.
@261801 Thanks for reaching out. We certainly understand not wanting to be reminded about a feature you don't intend to use. You can tap Settings &gt; Notifications to modify or disable notifications for Wallet. Let us know if that helps!
@AppleSupport That did nothing https://t.co/hY9z2lWrt2
@261801 Thanks for trying that out. Have you already attempted to select the option to decline setup for Apple Pay?",cancellation,no,other,n,@368721 We're here to help! Check out this article: https://t.co/qtyk71JfU1,0.684119462966919,good
"Hey @AppleSupport stop automatically turning on my WiFi and Bluetooth every 10 minutes. Gah damn. I want that shit off bro
@822742 Let’s see what’s causing this. As a starting point, which device and operating system are you using?",connectivity,no,connectivity,n,@438926 We can shed some light on this issue. How are you going about turning off Bluetooth and Wi-Fi? Does this article help explain what is happening? https://t.co/G7BHuQnDS6,0.8472580313682556,good
"@AppleSupport i just got an 8+ and i want to use my backup from my 6s but iTunes won't let me. help?
@270787 Congratulations on your new iPhone 8 Plus. We hope you enjoy it as much as we do. Let's look into getting your backup restored on your device. Can you provide us details of what's going on? Are you receiving any messages when trying to restore the backup?",account_access,no,technical_support,n,@273587 Congrats on your new iPhone! We can help restore your backup. Can you let us know which iOS version your previous phone had?,0.7247569561004639,good
"So why can’t i add learn ya by @102349 to my library on iTunes 🤔 @115948 @AppleSupport
@760584 We'd like to look into this with you. Is this an album that you purchased?",account_access,no,billing,n,"@160254 We've got your DM's, and we look forward to working with you there.",0.6529903411865234,good
"hey @AppleSupport I updated to High Sierra, and now my dock has 'missing app' icons instead of their actual icons. Suggestions? https://t.co/ad9kVte2FI
@287951 We can assist you. Which model of Mac are you using?",product_issue,no,technical_support,n,"@669699 Got it. Next, please DM us so that we can look into this together. https://t.co/GDrqU22YpT",0.6882629990577698,good
"@115858 @AppleSupport please explain to me what you guys consider an active calorie? It doesn’t make sense the way it calculates...
@229525 This article explains it more: https://t.co/rvH6dpDIWq

Let us know if you have any other questions.
@AppleSupport That doesn’t explain what you consider an active. How is it I’m on a stair stepper for 30 minutes and they aren’t all considered active!? https://t.co/lnm0qfWxZq
@229525 All calories burned while active, are considered active calories. All others are considered at rest. Are you just using the iPhone or a watch as well for the Activity app?",other,no,technical_support,n,"@229525 All calories burned while active, are considered active calories. All others are considered at rest. Are you just using the iPhone or a watch as well for the Activity app?",0.6920113563537598,good
"I think @115858 must really hate me or really really really not want me to close apps via app switcher.  it’s probably quicker to launch a space shuttle.
@392286 We're very glad you contacted us for assistance. We'd like to gain a better understanding of your issue. Please tell us a little more about what's going on. The more information you are able to provide, the better equipped we will be to determine our next steps.",technical_support,no,complaint,n,"@632403 We want to make sure your iPhone 7 is working as it should. Go ahead and reach out to us via DM with more details, including which iOS version is currently installed. We'll look forward to hearing from you. https://t.co/GDrqU22YpT",0.6243036985397339,good
"My iPhone 6 is officially garbage after the new iOS update. These guys @115858 really not about that backwards compatibility.
@271136 We'd be happy to look into any issues you're experiencing with your iPhone. To start, DM us some additional information about what's going on and we'll continue from there. https://t.co/GDrqU22YpT",technical_support,no,technical_support,n,@174853 We'll be happy to clarify. Continuing to chat via DM will allow us to look into each issue you mentioned in greater detail. https://t.co/GDrqU22YpT,0.7665348052978516,good
"@AppleSupport Why do you send updates for the iPhone X to people who don’t have that phone? I fear that my phone might be messed up again but I couldn’t avoid the update.
@AppleSupport Yep. Looks like I’m having the same battery issue as before. Lucky I know how to fix it now! Unfortunately it requires me to re-set my phone cause major issues with an app I use everyday for work!
@221219 Send us a DM and let us know more details. We'll be happy to work on it with you.",delivery,no,technical_support,y,@358973 We want you to be able to rely on your iPhone. We would like to work together in DM to take a deep look into this. https://t.co/GDrqU22YpT,0.7142542600631714,good
"@AppleSupport Is there anyway to disable the “segment” feature on my outdoor run workouts? It’s breaking my mile splits and I activate accidentally a lot. Also, seems to break seeing the map afterwards?
@533539 Thanks for reaching out. We would recommend taking a look at this article to help you out: https://t.co/ik0A8dg7Jt",cancellation,no,information_request,n,@289239 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT,0.4732692241668701,acceptable
"On vacation and don't speak the language? Just ask Siri to translate for you. https://t.co/gFzVxp6VRp
@AppleSupport When i say hey siri plz translate.. its showing search result.. not translating
@695093 Let's look into that. To start, which device and iOS version are you using?",product_issue,no,technical_support,n,"@695093 Let's look into that. To start, which device and iOS version are you using?",0.8616961240768433,good
"what happen
give me reason
@AppleSupport @115858 https://t.co/z45YbiONsU
@300640 We can help! Let's pair up in DM to check into this issue you are seeing with your screen. https://t.co/GDrqU22YpT",account_access,no,technical_support,n,"@490862 No problem! We just wanted to let you know that we've received your DM, and we'll be following up shortly.",0.7534345388412476,good
"My iphone has been off the charger for 2 hours and is at 79%. God damnit @115858 do something right for a change
@176403 We want you to enjoy using your iPhone 6 without worrying about battery life. DM us, &amp; we'll work together to find a solution https://t.co/GDrqU22YpT",account_access,no,billing,n,@194776 We'd like to team up with you and assist you with this issue. Click here to join us in DM: https://t.co/GDrqU22YpT,0.7714208960533142,good
"@707262 And I️ was right because still have yet to go party rockin together &amp; never will!!!! But if you keep having cute babies then it’s totally acceptable &amp; I’ll get over I️t
@707261 Dude your phone.
@707262 I️ am switching to google Samsung if you guys don’t get your fucking shit together with this I️ situation @115858 @AppleSupport @115858
@707261 @115858 @AppleSupport I was a cooler 21 year old than tweeting a threat to apple. Just sayin.",account_access,no,other,n,@577826 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,0.6029523611068726,good
"@AppleSupport From what i notice my messages and snapchat
@317437 By chance, do you currently have Do Not Disturb on or your Ring/Silent switch engaged?
@AppleSupport Its off
@317437 Let's look at the software. Are you currently running iOS 11.1? If not, check out: https://t.co/80YRnjDFDk",account_access,no,technical_support,n,"@317437 By chance, do you currently have Do Not Disturb on or your Ring/Silent switch engaged?",0.6846166849136353,good
"Bruh why my camera wont work 🙄😩 @115858 @AppleSupport
@666855 We'll be happy to help you determine what's going on with your camera. To do so, let us know more about what you're experiencing. Also, which device model do you have and what is the exact iOS version installed? You can check under Settings &gt; General &gt; About.",technical_support,no,technical_support,n,@601046 Having a working camera is important. We'd love to look into this with you and get you a resolution. DM us to get started. https://t.co/GDrqU22YpT,0.822265088558197,good
My phone is a hot mess today...new Iphone comes out and my phone starts changing letters (see last tweet) @AppleSupport what’s up?!?,connectivity,no,technical_support,n,@657147 Congrats on your new iPhone X! We're here to help out. Which iOS version is running on your iPhone X? Have you had a moment to restart normally after noticing these issues? This can help: https://t.co/OWRDHWSt4h,0.699469268321991,good
"@AppleSupport I’ve iPhone 7 Plus and after updating the latest iOS, voice is not hearable on very first attempt and need to make call again
@370628 We're happy to assist you with this. Do you notice any audio recording issues in Camera, or Voice Memos?
@AppleSupport No
@370628 Great! Have you tried any troubleshooting yet? Let's try a standard restart, here's how: https://t.co/OWRDHWSt4h",billing,no,technical_support,y,@334937 Are you using any cases on the device that may be hindering the sound? Have you tried and restarts or resets.,0.745753824710846,good
"@AppleSupport ever since I’ve updated to the new iOS my WiFi has been shit on my iPhone &amp; iPad, but everything else I have connected is fine. When I FaceTime people it just says reconnecting or disconnects...
@179141 We’d like to help get you back to enjoying your devices. Does this happen with every Wi-Fi network you connect with?",connectivity,no,connectivity,n,@219639 That is expected behavior in iOS 11 via Control Center. Check out more information here: https://t.co/G7BHuQnDS6,0.7099117040634155,good
"@AppleSupport getting this on my iPhone had chat with AppleCare but they’re running system maintenance so can’t help. Is this phishing? https://t.co/uOnKRVN6b4
@385347 @AppleSupport Very suspicious. Anything asking you to click a link or install then don’t. If it’s a text delete it.",account_access,no,technical_support,n,@183388 That's a great idea. Feel free to provide your feedback at the following link: https://t.co/eTPVYVFyd8,0.7418179512023926,good
"@AppleSupport Why is AirDrop not available iOS to macOS? Do you have the answer? Is this because of security issue/concern?
@341250  Hey there! We'd like to provide support. Let us know if this article helps: https://t.co/oy32flGpsH
@AppleSupport No. That’s macOS to macOS, macOS to iOS. There isn’t iOS to macOS.
@341250 You can share from an iOS device as well: https://t.co/1sfjYKb68x",delivery,yes,account_access,n,@511517 We'd be happy to see how we can help. Which MacBook Air are you using?,0.7288872003555298,good
"@AppleSupport Is it OK to run my MacBook Pro standing up like this? It's too complicated to explain why, but I would like to. https://t.co/F0jeSAIXLm
@197552  You should be fine as long as the MacBook is positioned, stabilized and on a stable surface.",complaint,no,technical_support,n,"@458607 If you're referring to the noise, does that happen when the Mac is not resting in the stand?",0.5495028495788574,acceptable
"@211657 What issues are you noticing with your iPhone? Give us some details, and we’ll be glad to jump in and help.
@AppleSupport the screen freezes, closes apps, seems to restart on its own, siri doesn’t work, the touchscreen &amp; home button don’t work 70% of the time
@AppleSupport i updated it yesterday AM and it has been glitchy ever since. an iphone 7 bought not even a full year ago
@211657 When did these issues start? Was it after updating to iOS 11 or did this begin before that?",technical_support,no,technical_support,n,@761386 What version of software did you first notice the behavior?,0.7545998096466064,good
"@AppleSupport i can’t find the Manage button under subscriptions on my iPhone 6s Plus
@269166 We're here for you. There is a 'Subscriptions' section in there. Take a look at this for more details: https://t.co/bOr0wYMLXU",cancellation,no,billing,n,@237821 We have a guide for managing subscriptions you can see here: https://t.co/YKDbvueXrq Let us know if we can help further.,0.8439725041389465,good
"@115858 do you guys hate Taylor Swift? Because after I did the last update my new Taylor Swift album is gone! That combined with all these other nonsense glitches - perfect time for Google to come out with a phone.
@115858 After the newest update the Reputation album has completely disappeared from my music 😟😡",account_access,no,technical_support,n,@666692 Were you able to locate and download the album again to your device?,0.7401242256164551,good
"Hey @AppleSupport 3/4 of these aren't news.
I choose my own music, I'd like to choose my own news sources. Thanks https://t.co/zUbfPEfGgq
@262990 Personalize your news by following or disliking topics and channels in the News app with these steps: https://t.co/oTuaMqVI3r",other,no,other,n,@201499 We’d be glad to help with that. You can personalize news with the steps on this page: https://t.co/oTuaMqVI3r,0.5872178077697754,good
"@AppleSupport &lt;/rant&gt;

(for now. @115858 you broke it, pls fix it)
@515178 We'd be happy to look into what's going on. To start, can you tell us which iPhone and iOS version you're using?
@AppleSupport Thanks, I'm using an iPhone 6 64GB (MG4F2X/A) on iOS 11.0.3
@515178 Thanks for confirming that for us. Can you tell us more about what you're experiencing?",technical_support,no,technical_support,n,@515178 Thanks for confirming that for us. Can you tell us more about what you're experiencing?,0.8011574745178223,good
"I've never had a phone that overheats as much as this one it's actually ridiculous I'm just using it normally @AppleSupport
@557936 We'd like to work on resolving any issues you're having with your iPhone. Just to help us get started, we have a few questions. Which iPhone and iOS version are you currently using? Have you received the temperature alert shown here? https://t.co/ROXQFQyQ5b",technical_support,no,technical_support,n,"@193145 You're in the right place; we'll do all we can to help. To start, what's the exact iOS version currently installed?",0.7623598575592041,good
".@115858 is anyone reporting alarm clock problems on 6s? If not I am mine randomly doesn't go off or it's late.
@677359 We'd like to help. Can you tell us which version of software you're using and when this issue began?",technical_support,no,technical_support,n,@245527 Thanks for getting in touch with us about your iPhone restarting. We've just released an update that may resolve these issues for you. Follow these steps and let us know how it goes: https://t.co/osZOKKTalm,0.6777575016021729,good
"@AppleSupport Thanks so much for getting back to me so quickly. I was streaming them via WiFi and mobile data. No changes to store or region as far as I know
@142507 We're trying to find the common thread. Are you able, for example, to play some songs from an album but not all of them? Does this persist after you've rebooted the device?
@AppleSupport Thanks again. I can play some songs from the album but not certain ones. It’s the same on a few different albums with the same error message. Restarting my phone hasn’t fixed it
@142507 We want to make sure we don't advise any steps that might result in downloaded songs being deleted. Try going to Settings &gt; [your name] &gt; iCloud and sign out. Then reboot, sign back in and try one of the same songs.",account_access,no,connectivity,y,"@142507 We want to make sure we don't advise any steps that might result in downloaded songs being deleted. Try going to Settings &gt; [your name] &gt; iCloud and sign out. Then reboot, sign back in and try one of the same songs.",0.7583608031272888,good
"From 65% to 19% battery while listening to spotify and using slack. In 2 hours. Are you serious @115858 ?
My 6s is garbage after the latest updates.
Lowest brightness, no app refresh and battery saving mode on.",technical_support,no,technical_support,n,"@267789 We'll be happy to troubleshoot your battery with you. So we know where we're starting from, we'll need your iOS version. That can be found by going to Settings &gt; General &gt; About &gt; Version.",0.7133605480194092,good
This happened to me and I️ haven’t  even updated to 11.1! Still running 11.0.3. @AppleSupport  https://t.co/qbL4i3gieQ,technical_support,no,technical_support,n,@127597 Thanks for letting us know. Send us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT,0.9153607487678528,good
"Phones been so buggy since the updates :( @AppleSupport help
@328228 We'd be happy to see how we can help. What's going on?",technical_support,no,technical_support,n,"@577241 We understand, and want to help you. If the steps in that article don't work, send us a DM, and we'll continue working with you. https://t.co/GDrqU22YpT",0.8172674179077148,good
"Is there a time limit if you're chatting with Apple support online? Does anyone know? Because my chats keep randomly getting disconnected!
Ive told the same story FOUR times. And just when we're getting to the part where they can offer some new info/remedies the chat disconnects",account_access,no,connectivity,n,@318202 The iTunes Store team is who can take care of this issue for you. We appreciate your patience in getting connected with them.,0.6454775929450989,good
"@AppleSupport Help please! Your w/ site password page isn't working!
@394963 We’re here for you. To be sure we’re on the same page, can you clarify which site you’re having an issue with?",account_access,no,account_access,n,@698744 No problem. Don’t hesitate to reach out in the future. Take care.,0.7343646287918091,good
"@AppleSupport I have reported about 100 numbers as spam and now I don’t recieve their texts... how do I unblock them? x
@444060 We’ll be glad to see how we can help. To start, what steps were taken to report the phone numbers as spam?
@AppleSupport I selected all messages in my inbox and clicked report as spam
@444060 Are you looking to unblock phone numbers recently blocked in your call log? If so, check this article: https://t.co/rYxZGDk3Lz",account_access,no,account_access,n,"@165252 Correct, it's possible if they were added to the same contact. If there's anything you need, let us know we'll be happy to help.",0.6864989399909973,good
"I have iCloud set up on my phone so why can I still not set it on my laptop, this message comes up @AppleSupport https://t.co/rrz9iEbs5L
@288337 Let's take a look together as iCloud is a great feature to have, including on your Windows PC. Which version of Windows is it running?

Any steps tried so far since this started?
@AppleSupport Windows 10 and I only downloaded it. I tried to log in but it gave me the message saying my Apple ID had to be used on iOS, is that not my phone?
@288337 That's right and you also mentioned it's already set up and signed in on your iPhone. Have you tried a restart of both?

Also, are there any updates showing if you check for Windows updates?",account_access,no,account_access,n,"@288337 That's right and you also mentioned it's already set up and signed in on your iPhone. Have you tried a restart of both?

Also, are there any updates showing if you check for Windows updates?",0.7147281169891357,good
"For someone that doesn’t own an iPhone X, why do I need this update? @115858 https://t.co/iQw8WLWcZ5
@731422 That's a great question, thanks for asking! If you didn't update to iOS 11.1.1 before this new one came out, 11.1.2 contains that information as well so it's good to update.",delivery,no,technical_support,n,@622696 Let's meet in DM to continue. Let us know the iOS version currently installed and we'll go from there. https://t.co/GDrqU22YpT,0.7001908421516418,good
"@115858 please fix software issue. 😞 freezing music , slow ... etc
@631362 We want to help with that. Are you experiencing this only with your music? What's the device you're using?
@AppleSupport Yes ! The music will start and stop on its own as well as pause for seconds at a time. Also phone lags
@631362 What model iPhone do you have? Does this only happen with the Apple Music app? Does the same thing happen with other apps too?",technical_support,no,technical_support,n,@193149 Got it. Let's dig into this a little deeper. DM us and we'll continue working with you there. https://t.co/GDrqU22YpT,0.7726448774337769,good
@AppleSupport phone randomly keeps beeping like a smoke alarm. What’s happening. Control centre says it playing a track. what is it? https://t.co/oUr67Gzt1f,technical_support,no,information_request,n,"@248270 We’d love to help with your iPhone. To start, please send us a DM confirming which iPhone and exact software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT",0.6693906784057617,good
"Hey @AppleSupport why are podcasts unsubscribing themselves? This update is hot garbage.
@393957 We'd like to help. Is this happening with mulitple Podcasts?",billing,no,technical_support,n,@607939 We are glad that you are all set.  Are you able to re-subscribe to the podcast?  You can review the steps in this article: https://t.co/gQVExEKnrj,0.8068897724151611,good
"Play the music you love, right from your Apple Watch. Here's how to add playlists and albums in watchOS 4
Learn more https://t.co/AT5kfmYtDh https://t.co/IiLTio7CoA",product_issue,no,information_request,n,@370803 Let's meet in DM to continue. https://t.co/GDrqU22YpT,0.7656084299087524,good
"@AppleSupport hi my battery on my iPhone 6 is poor. It will go from 100% to 10% within an hour without even using it can you help?
@813409 Having a battery you can rely on is important. Let's see how we can help. Which iOS are you on? When did this issue start? Check out these tips to maximize your performance: https://t.co/bivpdfBNJ6",account_access,no,technical_support,n,@667352 We'll be happy to help with this. Is this something that just recently started for you? Do you remember making any changes to your iPhone before the battery's performance decreased? Send us a DM and let us know. https://t.co/GDrqU22YpT,0.7815639972686768,good
